Timestamp,type,data,Column 1
11/28/2025 23:35:13,call,5556760541::true::47,
11/28/2025 23:38:58,delivery,Travis Hallow::senora_way::100::700.0::300.0,
11/28/2025 23:39:20,delivery,Aaron Garcia::strawberry_avenue::100::735.7::315.3,
11/28/2025 23:43:24,delivery,Anthony Brown::strawberry_avenue::100::728.7::312.3,
11/28/2025 23:47:25,delivery,Pedro Alavrez::strawberry_avenue::100::721.7::309.3,
11/28/2025 23:47:56,delivery,Melyna  Darillo::clinton_avenue::100::700.7::300.3,
11/28/2025 23:54:52,delivery,Aaron Garcia::strawberry_avenue::100::714.7::306.3,
11/28/2025 23:56:50,delivery,Travis Hallow::senora_way::100::693.0::297.0,
11/29/2025 0:16:24,delivery,Aaron Garcia::strawberry_avenue::100::707.7::303.3,
11/29/2025 0:17:11,delivery,Pedro Alavrez::grapeseed_main_street::100::744.8::319.2,
11/29/2025 0:20:49,delivery,Melyna  Darillo::clinton_avenue::100::693.7::297.3,
11/29/2025 0:31:37,delivery,Aaron Garcia::strawberry_avenue::100::707.7::303.3,
11/29/2025 0:38:50,delivery,Melyna  Darillo::mirror_park_boulevard::100::715.4::306.6,
11/29/2025 0:40:31,delivery,Pedro Alavrez::davis_avenue::100::725.9::311.1,
11/29/2025 0:46:49,delivery,Aaron Garcia::strawberry_avenue::100::700.7::300.3,
11/29/2025 0:50:53,call,5552222659::true::87,
11/29/2025 0:56:19,delivery,Melyna  Darillo::mirror_park_boulevard::100::708.4::303.6,
11/29/2025 1:03:44,delivery,Aaron Garcia::strawberry_avenue::100::693.7::297.3,
11/29/2025 1:11:29,call,5553883247::true::36,
11/29/2025 1:19:04,delivery,Melyna  Darillo::clinton_avenue::100::694.4::297.6,
11/29/2025 1:20:45,delivery,Aaron Garcia::south_rockford_drive::100::765.1::327.9,
11/29/2025 1:37:18,delivery,Melyna  Darillo::mirror_park_boulevard::100::701.4::300.6,
11/29/2025 1:37:45,delivery,Aaron Garcia::south_rockford_drive::100::758.1::324.9,
11/29/2025 1:53:19,delivery,Melyna  Darillo::mirror_park_boulevard::100::694.4::297.6,
11/29/2025 2:14:51,delivery,Melyna  Darillo::south_rockford_drive::100::751.1::321.9,
11/29/2025 2:31:29,delivery,Melyna  Darillo::capital_boulevard::100::676.2::289.8,
11/29/2025 2:48:43,delivery,Melyna  Darillo::palomino_freeway::100::693.0::297.0,
11/29/2025 2:56:14,delivery,Ezekiel Reyes::lindsay_circus::100::742.0::318.0,
11/29/2025 3:07:41,delivery,Melyna  Darillo::south_rockford_drive::100::744.1::318.9,
11/29/2025 3:26:44,delivery,Ezekiel Reyes::lindsay_circus::100::735.0::315.0,
11/29/2025 9:18:02,delivery,Bryan Miller::popular_street_2::100::698.6::299.4,
11/29/2025 9:37:06,delivery,Bryan Miller::popular_street::100::715.4::306.6,
11/29/2025 9:52:09,delivery,Bryan Miller::davis_avenue::100::734.3::314.7,
11/29/2025 10:13:27,delivery,Bryan Miller::grapeseed_main_street::100::751.1::321.9,
11/29/2025 10:14:38,delivery,Travis Hallow::senora_way::100::693.0::297.0,
11/29/2025 10:28:56,delivery,Travis Hallow::senora_way::100::686.0::294.0,
11/29/2025 10:45:22,delivery,Travis Hallow::senora_way::100::679.0::291.0,
11/29/2025 11:03:12,delivery,Travis Hallow::senora_way::100::672.0::288.0,
11/29/2025 11:22:56,delivery,Travis Hallow::senora_way::100::665.0::285.0,
11/29/2025 12:11:40,delivery,Anthony Brown::grapeseed_main_street::100::744.1::318.9,
11/29/2025 12:31:02,delivery,Alesandro  De Lucas::south_rockford_drive::100::745.5::319.5,
11/29/2025 12:31:45,delivery,Anthony Brown::alta_street::100::739.2::316.8,
11/29/2025 12:46:23,delivery,Anthony Brown::senora_freeway::100::741.3::317.7,
11/29/2025 12:48:18,delivery,Aaron Garcia::south_rockford_drive::100::738.5::316.5,
11/29/2025 12:48:53,delivery,Bryan Miller::senora_freeway::100::734.3::314.7,
11/29/2025 12:48:57,delivery,Alesandro  De Lucas::south_rockford_drive::100::731.5::313.5,
11/29/2025 13:05:49,delivery,Aaron Garcia::south_rockford_drive::100::724.5::310.5,
11/29/2025 13:07:24,delivery,Alesandro  De Lucas::grove_street::100::731.5::313.5,
11/29/2025 13:08:05,delivery,Bryan Miller::grove_street::100::724.5::310.5,
11/29/2025 13:14:31,delivery,Anthony Brown::alta_street::100::732.2::313.8,
11/29/2025 13:24:08,delivery,Alesandro  De Lucas::lindsay_circus::84::618.1::264.9,
11/29/2025 13:30:14,delivery,Aaron Garcia::south_rockford_drive::100::717.5::307.5,
11/29/2025 13:32:45,delivery,Kailon  Krixde::great_ocean_highway::100::756.7::324.3,
11/29/2025 13:41:02,delivery,Alesandro  De Lucas::lindsay_circus::16::117.6::50.4,
11/29/2025 13:41:24,invoice,LTD | Grapeseed::900::10 bidons d'essence + 1 offert (première commande)::Kei Lenz,
11/29/2025 13:49:26,delivery,Aaron Garcia::south_rockford_drive::100::710.5::304.5,
11/29/2025 14:02:17,delivery,Kailon  Krixde::great_ocean_highway::100::749.7::321.3,
11/29/2025 14:05:19,delivery,Earl Teller::palomino_freeway::100::705.6::302.4,
11/29/2025 14:08:00,delivery,Aaron Garcia::south_rockford_drive::100::703.5::301.5,
11/29/2025 14:08:17,delivery,Alesandro  De Lucas::del_perro_freeway::100::730.8::313.2,
11/29/2025 14:26:58,delivery,Aaron Garcia::south_rockford_drive::100::696.5::298.5,
11/29/2025 14:31:10,delivery,Juan Darillo::senora_freeway::100::731.5::313.5,
11/29/2025 14:32:45,delivery,Alesandro  De Lucas::palomino_freeway::100::710.5::304.5,
11/29/2025 14:41:13,delivery,Pedro Alavrez::palomino_freeway::100::703.5::301.5,
11/29/2025 14:44:08,delivery,Aaron Garcia::lindsay_circus::100::735.7::315.3,
11/29/2025 14:46:28,delivery,Alesandro  De Lucas::palomino_freeway::100::696.5::298.5,
11/29/2025 14:48:31,delivery,Juan Darillo::senora_freeway::100::727.3::311.7,
11/29/2025 14:56:55,delivery,Pedro Alavrez::palomino_freeway::100::689.5::295.5,
11/29/2025 15:02:31,delivery,Aaron Garcia::lindsay_circus::100::728.7::312.3,
11/29/2025 15:02:42,delivery,Alesandro  De Lucas::lindsay_circus::100::721.7::309.3,
11/29/2025 15:06:26,delivery,Juan Darillo::senora_freeway::100::720.3::308.7,
11/29/2025 15:33:54,delivery,Kailon  Krixde::palomino_freeway::100::682.5::292.5,
11/29/2025 15:41:46,delivery,Juan Darillo::senora_freeway::39::280.0::120.0,
11/29/2025 15:42:56,delivery,Pedro Alavrez::palomino_freeway::100::675.5::289.5,
11/29/2025 15:43:34,delivery,Juan Darillo::senora_freeway::61::435.4::186.6,
11/29/2025 15:44:42,delivery,Aaron Garcia::calais_avenue::100::728.7::312.3,
11/29/2025 15:55:36,delivery,Kailon  Krixde::grapeseed_main_street::100::750.4::321.6,
11/29/2025 15:58:49,delivery,Pedro Alavrez::palomino_freeway::100::668.5::286.5,
11/29/2025 16:01:04,delivery,Aaron Garcia::calais_avenue::100::721.7::309.3,
11/29/2025 16:01:38,delivery,Juan Darillo::senora_freeway::100::708.4::303.6,
11/29/2025 16:08:36,delivery,Steeve Curtis::panorama_drive::100::723.8::310.2,
11/29/2025 16:12:58,delivery,Pedro Alavrez::panorama_drive::100::716.8::307.2,
11/29/2025 16:17:25,delivery,Aaron Garcia::calais_avenue::100::714.7::306.3,
11/29/2025 16:17:55,delivery,Juan Darillo::senora_freeway::100::706.3::302.7,
11/29/2025 16:43:18,delivery,Juan Darillo::senora_freeway::100::705.6::302.4,
11/29/2025 16:47:02,delivery,Pedro Alavrez::davis_avenue::100::731.5::313.5,
11/29/2025 16:57:17,delivery,Steeve Curtis::grapeseed_main_street::100::743.4::318.6,
11/29/2025 16:58:44,delivery,Juan Darillo::senora_freeway::100::700.0::300.0,
11/29/2025 17:16:28,delivery,Juan Darillo::senora_freeway::100::693.0::297.0,
11/29/2025 17:17:21,delivery,Steeve Curtis::panorama_drive::100::709.8::304.2,
11/29/2025 17:33:04,delivery,Steeve Curtis::panorama_drive::100::702.8::301.2,
11/29/2025 17:34:01,delivery,Juan Darillo::grapeseed_main_street::100::752.5::322.5,
11/29/2025 17:50:18,delivery,Pedro Alavrez::strawberry_avenue::100::714.7::306.3,
11/29/2025 17:54:07,delivery,Evelyn Price::palomino_freeway::100::661.5::283.5,
11/29/2025 18:04:43,delivery,Alesandro  De Lucas::alta_street::100::725.2::310.8,
11/29/2025 18:06:02,delivery,Pedro Alavrez::davis_avenue::100::724.5::310.5,
11/29/2025 18:09:20,delivery,Evelyn Price::palomino_freeway::100::662.2::283.8,
11/29/2025 18:20:04,delivery,Alesandro  De Lucas::lindsay_circus::100::725.9::311.1,
11/29/2025 18:20:11,delivery,Pedro Alavrez::lindsay_circus::100::718.9::308.1,
11/29/2025 18:27:55,delivery,Evelyn Price::palomino_freeway::100::655.2::280.8,
11/29/2025 18:36:12,delivery,Pedro Alavrez::palomino_freeway::100::648.2::277.8,
11/29/2025 18:39:46,delivery,Alesandro  De Lucas::clinton_avenue::100::721.0::309.0,
11/29/2025 18:44:17,delivery,Evelyn Price::palomino_freeway::100::641.2::274.8,
11/29/2025 18:53:30,delivery,Alesandro  De Lucas::palomino_freeway::100::634.2::271.8,
11/29/2025 18:53:36,delivery,Juan Darillo::senora_freeway::100::690.2::295.8,
11/29/2025 18:54:12,delivery,Anthony Brown::alta_street::100::718.2::307.8,
11/29/2025 19:04:39,delivery,Pedro Alavrez::davis_avenue::100::717.5::307.5,
11/29/2025 19:17:54,delivery,Anthony Brown::grove_street::100::717.5::307.5,
11/29/2025 19:19:58,delivery,Pedro Alavrez::grove_street::100::710.5::304.5,
11/29/2025 19:33:36,delivery,Bryan Miller::clinton_avenue::100::714.0::306.0,
11/29/2025 19:33:41,delivery,Anthony Brown::lindsay_circus::100::718.2::307.8,
11/29/2025 19:35:35,delivery,Pedro Alavrez::great_ocean_highway::100::759.5::325.5,
11/29/2025 19:36:59,delivery,Juan Darillo::palomino_freeway::25::160.3::68.7,
